variable_name,units,comp_env,value,data_reference
l_hepatic_artery_proper_left_branch_C132,metre,systemic,164.224e-03,ADAN_86
l_hepatic_artery_proper_right_branch_C134,metre,systemic,80.0632e-03,ADAN_86
l_superior_mesenteric_T4_C138,metre,systemic,49.5492e-03,ADAN_86
l_middle_colic_T8_C140,metre,systemic,116.298e-03,ADAN_86
l_superior_mesenteric_T4_C142,metre,systemic,35.1664e-03,ADAN_86
l_jejunal_3_T10_C144,metre,systemic,47.6944e-03,ADAN_86
l_superior_mesenteric_T4_C146,metre,systemic,32.2488e-03,ADAN_86
l_jejunal_6_T11_C148,metre,systemic,63.8535e-03,ADAN_86
l_superior_mesenteric_T4_C150,metre,systemic,16.7458e-03,ADAN_86
l_ileocolic_T9_C152,metre,systemic,46.8332e-03,ADAN_86
l_superior_mesenteric_T4_C154,metre,systemic,23.0546e-03,ADAN_86
l_ileal_4_T12_C156,metre,systemic,45.6984e-03,ADAN_86
l_superior_mesenteric_T4_C158,metre,systemic,20.5397e-03,ADAN_86
l_ileal_6_T13_C160,metre,systemic,29.1584e-03,ADAN_86
l_superior_mesenteric_T4_C162,metre,systemic,39.4879e-03,ADAN_86
l_renal_L166,metre,systemic,22.0037e-03,ADAN_86
l_renal_anterior_branch_L168,metre,systemic,10.8789e-03,ADAN_86
l_inferior_segmental_T5_L170,metre,systemic,40.8761e-03,ADAN_86
l_superior_segmental_T4_L172,metre,systemic,29.7265e-03,ADAN_86
l_renal_posterior_branch_T3_L174,metre,systemic,22.3608e-03,ADAN_86
l_renal_R178,metre,systemic,37.7403e-03,ADAN_86
l_renal_anterior_branch_R180,metre,systemic,10.8792e-03,ADAN_86
l_superior_segmental_T4_R182,metre,systemic,29.7263e-03,ADAN_86
l_inferior_segmental_T5_R184,metre,systemic,40.8756e-03,ADAN_86
l_renal_posterior_branch_T3_R186,metre,systemic,22.36e-03,ADAN_86
l_inferior_mesenteric_T5_C190,metre,systemic,90.3282e-03,ADAN_86
l_common_iliac_R216,metre,systemic,76.4393e-03,ADAN_86
l_internal_iliac_T1_R218,metre,systemic,72.5302e-03,ADAN_86
l_external_iliac_R220,metre,systemic,102.358e-03,ADAN_86
l_femoral_R222,metre,systemic,31.5982e-03,ADAN_86
l_common_iliac_L194,metre,systemic,74.0524e-03,ADAN_86
l_internal_iliac_T1_L196,metre,systemic,72.5301e-03,ADAN_86
l_external_iliac_L198,metre,systemic,102.358e-03,ADAN_86
l_femoral_L200,metre,systemic,31.5982e-03,ADAN_86
l_subclavian_R28,metre,systemic,15.7469e-03,ADAN_86
l_subclavian_R30,metre,systemic,41.1419e-03,ADAN_86
l_axillary_R32,metre,systemic,120.021e-03,ADAN_86
l_brachial_R34,metre,systemic,223.119e-03,ADAN_86
l_ulnar_T2_R36,metre,systemic,29.7599e-03,ADAN_86
l_common_interosseous_R38,metre,systemic,16.2682e-03,ADAN_86
l_posterior_interosseous_T3_R40,metre,systemic,231.694e-03,ADAN_86
l_ulnar_T2_R42,metre,systemic,239.276e-03,ADAN_86
l_radial_T1_R44,metre,systemic,302.156e-03,ADAN_86
l_subclavian_L66,metre,systemic,49.4669e-03,ADAN_86
l_subclavian_L78,metre,systemic,41.1396e-03,ADAN_86
l_axillary_L80,metre,systemic,120.021e-03,ADAN_86
l_brachial_L82,metre,systemic,223.119e-03,ADAN_86
l_ulnar_T2_L84,metre,systemic,29.7594e-03,ADAN_86
l_common_interosseous_L86,metre,systemic,16.2681e-03,ADAN_86
l_posterior_interosseous_T3_L88,metre,systemic,231.695e-03,ADAN_86
l_ulnar_T2_L90,metre,systemic,239.277e-03,ADAN_86
l_radial_T1_L92,metre,systemic,302.155e-03,ADAN_86
l_common_carotid_R6_A,metre,systemic,27.0844e-03,ADAN_86
l_common_carotid_R6_B,metre,systemic,27.0844e-03,ADAN_86
l_common_carotid_R6_C,metre,systemic,27.0844e-03,ADAN_86
l_internal_carotid_R8_A,metre,systemic,45.036e-03,ADAN_86
l_internal_carotid_R8_B,metre,systemic,45.036e-03,ADAN_86
l_internal_carotid_R8_C,metre,systemic,45.036e-03,ADAN_86
l_external_carotid_R26,metre,systemic,61.0125e-03,ADAN_86
l_common_carotid_L48_A,metre,systemic,30.339e-03,ADAN_86
l_common_carotid_L48_B,metre,systemic,30.339e-03,ADAN_86
l_common_carotid_L48_C,metre,systemic,30.339e-03,ADAN_86
l_common_carotid_L48_D,metre,systemic,30.339e-03,ADAN_86
l_internal_carotid_L50_A,metre,systemic,45.036e-03,ADAN_86
l_internal_carotid_L50_B,metre,systemic,45.036e-03,ADAN_86
l_internal_carotid_L50_C,metre,systemic,45.036e-03,ADAN_86
l_external_carotid_L62,metre,systemic,61.0127e-03,ADAN_86
l_vertebral_L2,metre,systemic,20.9765e-2,ADAN_86
l_vertebral_R272,metre,systemic,21.0146e-2,ADAN_86
l_basilar_C4,metre,systemic,2.26443e-2,ADAN_218
l_posterior_cerebral_pre_L6,metre,systemic,0.697753e-2,ADAN_218
l_posterior_cerebral_pre_R204,metre,systemic,0.77827e-2,ADAN_218
l_posterior_communicating_L8,metre,systemic,1.65974e-2,ADAN_218
l_posterior_communicating_R206,metre,systemic,1.6597e-2,ADAN_218
l_posterior_cerebral_post_L12,metre,systemic,1.28091e-2,ADAN_218
l_posterior_cerebral_post_R208,metre,systemic,1.28083e-2,ADAN_218
l_occipital_lateral_L14,metre,systemic,0.472985e-2,ADAN_218
l_occipital_lateral_R210,metre,systemic,0.472973e-2,ADAN_218
l_lateral_occipital_anterior_temporal_branch_T111_R212,metre,systemic,2.61986e-2,ADAN_218
l_lateral_occipital_anterior_temporal_branch_T46_L16,metre,systemic,2.61979e-2,ADAN_218
l_occipital_lateral_L18,metre,systemic,1.11052e-2,ADAN_218
l_occipital_lateral_R214,metre,systemic,1.11056e-2,ADAN_218
l_lateral_occipital_intermediate_temporal_branch_T47_L20,metre,systemic,2.1112e-2,ADAN_218
l_lateral_occipital_intermediate_temporal_branch_T76_R216,metre,systemic,2.1112e-2,ADAN_218
l_occipital_lateral_L22,metre,systemic,1.2455e-2,ADAN_218
l_occipital_lateral_R218,metre,systemic,1.2455e-2,ADAN_218
l_lateral_occipital_posterior_temporal_branch_T48_L24,metre,systemic,2.05518e-2,ADAN_218
l_lateral_occipital_posterior_temporal_branch_T112_R220,metre,systemic,2.05518e-2,ADAN_218
l_medial_occipital_L26,metre,systemic,3.21752e-2,ADAN_218
l_medial_occipital_R222,metre,systemic,3.21754e-2,ADAN_218
l_medial_occipital_dorsal_branch_to_corpus_callosum_L28,metre,systemic,2.51851e-2,ADAN_218
l_medial_occipital_dorsal_branch_to_corpus_callosum_R224,metre,systemic,2.51847e-2,ADAN_218
l_pericallosal_parieto_occipital_branch_T60_L30,metre,systemic,4.1888e-2,ADAN_218
l_pericallosal_parieto_occipital_branch_T124_R226,metre,systemic,4.18881e-2,ADAN_218
l_pericallosal_L32,metre,systemic,1.5668e-2,ADAN_218
l_pericallosal_R228,metre,systemic,1.5668e-2,ADAN_218
l_pericallosal_precuneal_branch_T61_L34,metre,systemic,5.42988e-2,ADAN_218
l_pericallosal_precuneal_branch_T125_R230,metre,systemic,5.42989e-2,ADAN_218
l_pericallosal_L36,metre,systemic,5.57509e-2,ADAN_218
l_pericallosal_R232,metre,systemic,5.57509e-2,ADAN_218
l_anterior_cerebral_L38,metre,systemic,2.809e-2,ADAN_218
l_anterior_cerebral_R234,metre,systemic,2.80898e-2,ADAN_218
l_distal_medial_striate_T44_L40,metre,systemic,1.24626e-2,ADAN_218
l_distal_medial_striate_T109_R236,metre,systemic,1.24626e-2,ADAN_218
l_anterior_cerebral_L42,metre,systemic,0.114668e-2,ADAN_218
l_anterior_cerebral_R238,metre,systemic,0.114733e-2,ADAN_218
l_anterior_communicating_C44,metre,systemic,0.565531e-2,ADAN_218
l_anterior_cerebral_L110,metre,systemic,1.05951e-2,ADAN_218
l_anterior_cerebral_R46,metre,systemic,1.05945e-2,ADAN_218
l_internal_carotid_L112,metre,systemic,0.196966e-2,ADAN_218
l_internal_carotid_R48,metre,systemic,0.196955e-2,ADAN_218
l_middle_cerebral_L114,metre,systemic,0.182233e-2,ADAN_218
l_middle_cerebral_R52,metre,systemic,0.182229e-2,ADAN_218
l_anterior_choroidal_T34_L116,metre,systemic,2.5869e-2,ADAN_218
l_anterior_choroidal_T98_R54,metre,systemic,2.5869e-2,ADAN_218
l_middle_cerebral_L118,metre,systemic,2.83007e-2,ADAN_218
l_middle_cerebral_R56,metre,systemic,2.8301e-2,ADAN_218
l_middle_cerebral_superior_terminal_branch_L120,metre,systemic,0.251165e-2,ADAN_218
l_middle_cerebral_superior_terminal_branch_R58,metre,systemic,0.251165e-2,ADAN_218
l_lateral_frontobasal_T45_L122,metre,systemic,4.32804e-2,ADAN_218
l_lateral_frontobasal_T110_R60,metre,systemic,4.32805e-2,ADAN_218
l_middle_cerebral_superior_terminal_branch_L124,metre,systemic,1.33091e-2,ADAN_218
l_middle_cerebral_superior_terminal_branch_R62,metre,systemic,1.3309e-2,ADAN_218
l_prefrontal_T65_L126,metre,systemic,10.0723e-2,ADAN_218
l_prefrontal_T130_R64,metre,systemic,10.0723e-2,ADAN_218
l_middle_cerebral_superior_terminal_branch_L128,metre,systemic,1.2255e-2,ADAN_218
l_middle_cerebral_superior_terminal_branch_R66,metre,systemic,1.2255e-2,ADAN_218
l_artery_of_precentral_sulcus_T38_L130,metre,systemic,0.935653e-2,ADAN_218
l_artery_of_precentral_sulcus_T103_R68,metre,systemic,0.935654e-2,ADAN_218
l_artery_of_central_sulcus_T36_L132,metre,systemic,10.6498e-2,ADAN_218
l_artery_of_central_sulcus_T101_R70,metre,systemic,10.6498e-2,ADAN_218
l_artery_of_precentral_sulcus_T38_L134,metre,systemic,8.81918e-2,ADAN_218
l_artery_of_precentral_sulcus_T103_R72,metre,systemic,8.81919e-2,ADAN_218
l_middle_cerebral_inferior_terminal_branch_L136,metre,systemic,0.142512e-2,ADAN_218
l_middle_cerebral_inferior_terminal_branch_R74,metre,systemic,0.142516e-2,ADAN_218
l_polar_temporal_T63_L138,metre,systemic,2.17951e-2,ADAN_218
l_polar_temporal_T127_R76,metre,systemic,2.17953e-2,ADAN_218
l_middle_cerebral_inferior_terminal_branch_L140,metre,systemic,0.0932844e-2,ADAN_218
l_middle_cerebral_inferior_terminal_branch_R78,metre,systemic,0.0932844e-2,ADAN_218
l_middle_cerebral_anterior_temporal_branch_T55_L142,metre,systemic,2.67934e-2,ADAN_218
l_middle_cerebral_anterior_temporal_branch_T119_R80,metre,systemic,2.67942e-2,ADAN_218
l_middle_cerebral_inferior_terminal_branch_L144,metre,systemic,2.83599e-2,ADAN_218
l_middle_cerebral_inferior_terminal_branch_R82,metre,systemic,2.83601e-2,ADAN_218
l_middle_cerebral_middle_temporal_branch_T57_L146,metre,systemic,3.00383e-2,ADAN_218
l_middle_cerebral_middle_temporal_branch_T121_R84,metre,systemic,3.00379e-2,ADAN_218
l_middle_cerebral_inferior_terminal_branch_L148,metre,systemic,1.82043e-2,ADAN_218
l_middle_cerebral_inferior_terminal_branch_R86,metre,systemic,1.82041e-2,ADAN_218
l_artery_of_postcentral_sulcus_T37_L150,metre,systemic,7.36477e-2,ADAN_218
l_artery_of_postcentral_sulcus_T102_R88,metre,systemic,7.36471e-2,ADAN_218
l_middle_cerebral_inferior_terminal_branch_L152,metre,systemic,0.708809e-2,ADAN_218
l_middle_cerebral_inferior_terminal_branch_R90,metre,systemic,0.708809e-2,ADAN_218
l_middle_cerebral_posterior_temporal_branch_T58_L154,metre,systemic,0.692097e-2,ADAN_218
l_middle_cerebral_posterior_temporal_branch_T122_R92,metre,systemic,0.692096e-2,ADAN_218
l_middle_cerebral_posterior_temporo_occipital_branch_T59_L156,metre,systemic,5.73679e-2,ADAN_218
l_middle_cerebral_posterior_temporo_occipital_branch_T123_R94,metre,systemic,5.7368e-2,ADAN_218
l_middle_cerebral_posterior_temporal_branch_T58_L158,metre,systemic,2.26651e-2,ADAN_218
l_middle_cerebral_posterior_temporal_branch_T122_R96,metre,systemic,2.26651e-2,ADAN_218
l_middle_cerebral_inferior_terminal_branch_L160,metre,systemic,0.549683e-2,ADAN_218
l_middle_cerebral_inferior_terminal_branch_R98,metre,systemic,0.549683e-2,ADAN_218
l_anterior_parietal_T35_L162,metre,systemic,6.219e-2,ADAN_218
l_anterior_parietal_T100_R100,metre,systemic,6.21893e-2,ADAN_218
l_middle_cerebral_inferior_terminal_branch_L164,metre,systemic,1.05444e-2,ADAN_218
l_middle_cerebral_inferior_terminal_branch_R102,metre,systemic,1.05443e-2,ADAN_218
l_middle_cerebral_branch_to_angular_gyrus_T56_L166,metre,systemic,1.01852e-2,ADAN_218
l_middle_cerebral_branch_to_angular_gyrus_T120_R104,metre,systemic,1.01852e-2,ADAN_218
l_posterior_parietal_T64_L168,metre,systemic,4.2951e-2,ADAN_218
l_posterior_parietal_T129_R106,metre,systemic,4.2951e-2,ADAN_218
l_middle_cerebral_branch_to_angular_gyrus_T56_L170,metre,systemic,4.19474e-2,ADAN_218
l_middle_cerebral_branch_to_angular_gyrus_T120_R108,metre,systemic,4.19475e-2,ADAN_218
l_callosomarginal_L172,metre,systemic,1.13312e-2,ADAN_218
l_callosomarginal_R240,metre,systemic,1.13311e-2,ADAN_218
l_callosomarginal_intermediomedial_frontal_branch_T41_L174,metre,systemic,3.43749e-2,ADAN_218
l_callosomarginal_intermediomedial_frontal_branch_T106_R242,metre,systemic,3.43749e-2,ADAN_218
l_callosomarginal_L176,metre,systemic,1.72952e-2,ADAN_218
l_callosomarginal_R244,metre,systemic,1.72952e-2,ADAN_218
l_callosomarginal_posteromedial_frontal_branch_T43_L178,metre,systemic,4.19271e-2,ADAN_218
l_callosomarginal_posteromedial_frontal_branch_T108_R246,metre,systemic,4.1927e-2,ADAN_218
l_callosomarginal_L180,metre,systemic,1.39198e-2,ADAN_218
l_callosomarginal_R248,metre,systemic,1.39198e-2,ADAN_218
l_callosomarginal_cingular_branch_T40_L182,metre,systemic,1.75028e-2,ADAN_218
l_callosomarginal_cingular_branch_T105_R250,metre,systemic,1.75028e-2,ADAN_218
l_callosomarginal_L184,metre,systemic,0.496294e-2,ADAN_218
l_callosomarginal_R252,metre,systemic,0.496295e-2,ADAN_218
l_callosomarginal_paracentral_branch_T42_L186,metre,systemic,4.22964e-2,ADAN_218
l_callosomarginal_paracentral_branch_T107_R254,metre,systemic,4.22964e-2,ADAN_218
l_medial_occipital_L188,metre,systemic,0.490507e-2,ADAN_218
l_medial_occipital_R256,metre,systemic,0.490474e-2,ADAN_218
l_medial_occipital_occipitotemporal_branch_T52_L190,metre,systemic,2.98359e-2,ADAN_218
l_medial_occipital_occipitotemporal_branch_T80_R258,metre,systemic,2.98366e-2,ADAN_218
l_medial_occipital_L192,metre,systemic,0.892062e-2,to_find_reference
l_medial_occipital_R260,metre,systemic,0.892067e-2,ADAN_218
l_medial_occipital_parieto_occipital_branch_T54_L194,metre,systemic,1.88987e-2,ADAN_218
l_medial_occipital_parieto_occipital_branch_T118_R262,metre,systemic,1.88989e-2,ADAN_218
l_medial_occipital_parietal_branch_T53_L196,metre,systemic,2.80168e-2,ADAN_218
l_medial_occipital_parietal_branch_T81_R264,metre,systemic,2.80169e-2,ADAN_218
l_medial_occipital_parieto_occipital_branch_T54_L198,metre,systemic,2.33801e-2,ADAN_218
l_medial_occipital_parieto_occipital_branch_T118_R266,metre,systemic,2.33801e-2,ADAN_218
l_medial_occipital_L200,metre,systemic,1.26049e-2,ADAN_218
l_medial_occipital_R268,metre,systemic,1.26049e-2,ADAN_218
l_medial_occipital_calcarine_branch_T51_L202,metre,systemic,1.47666e-2,ADAN_218
l_medial_occipital_calcarine_branch_T79_R270,metre,systemic,1.47667e-2,ADAN_218
theta_ascending_aorta_A,dimensionless,systemic,0,defined_by_user
theta_ascending_aorta_B,dimensionless,systemic,0,defined_by_user
theta_ascending_aorta_C,dimensionless,systemic,0,defined_by_user
theta_ascending_aorta_D,dimensionless,systemic,0,defined_by_user
theta_aortic_arch_C2,dimensionless,systemic,90,defined_by_user
theta_brachiocephalic_trunk_C4,dimensionless,systemic,0,defined_by_user
theta_aortic_arch_C46,dimensionless,systemic,90,defined_by_user
theta_aortic_arch_C64,dimensionless,systemic,90,defined_by_user
theta_aortic_arch_C94,dimensionless,systemic,90,defined_by_user
theta_thoracic_aorta_C96,dimensionless,systemic,180,defined_by_user
theta_thoracic_aorta_C100,dimensionless,systemic,180,defined_by_user
theta_thoracic_aorta_C104,dimensionless,systemic,180,defined_by_user
theta_thoracic_aorta_C108,dimensionless,systemic,180,defined_by_user
theta_thoracic_aorta_C112,dimensionless,systemic,180,defined_by_user
theta_abdominal_aorta_C114,dimensionless,systemic,180,defined_by_user
theta_abdominal_aorta_C136,dimensionless,systemic,180,defined_by_user
theta_abdominal_aorta_C164,dimensionless,systemic,180,defined_by_user
theta_abdominal_aorta_C176,dimensionless,systemic,180,defined_by_user
theta_abdominal_aorta_C188,dimensionless,systemic,180,defined_by_user
theta_abdominal_aorta_C192,dimensionless,systemic,180,defined_by_user
theta_posterior_intercostal_T1_R98,dimensionless,systemic,90,defined_by_user
theta_posterior_intercostal_T1_L102,dimensionless,systemic,90,defined_by_user
theta_posterior_intercostal_T2_R106,dimensionless,systemic,90,defined_by_user
theta_posterior_intercostal_T2_L110,dimensionless,systemic,90,defined_by_user
theta_celiac_trunk_C116,dimensionless,systemic,90,defined_by_user
theta_splenic_T2_C118,dimensionless,systemic,90,defined_by_user
theta_left_gastric_T3_C120,dimensionless,systemic,0,defined_by_user
theta_splenic_T2_C122,dimensionless,systemic,90,defined_by_user
theta_dorsal_pancreatic_T1_C124,dimensionless,systemic,90,defined_by_user
theta_splenic_T2_C126,dimensionless,systemic,90,defined_by_user
theta_common_hepatic_C128,dimensionless,systemic,90,defined_by_user
theta_hepatic_artery_proper_C130,dimensionless,systemic,0,defined_by_user
theta_hepatic_artery_proper_left_branch_C132,dimensionless,systemic,0,defined_by_user
theta_hepatic_artery_proper_right_branch_C134,dimensionless,systemic,0,defined_by_user
theta_superior_mesenteric_T4_C138,dimensionless,systemic,180,defined_by_user
theta_middle_colic_T8_C140,dimensionless,systemic,180,defined_by_user
theta_superior_mesenteric_T4_C142,dimensionless,systemic,180,defined_by_user
theta_jejunal_3_T10_C144,dimensionless,systemic,180,defined_by_user
theta_superior_mesenteric_T4_C146,dimensionless,systemic,180,defined_by_user
theta_jejunal_6_T11_C148,dimensionless,systemic,180,defined_by_user
theta_superior_mesenteric_T4_C150,dimensionless,systemic,180,defined_by_user
theta_ileocolic_T9_C152,dimensionless,systemic,180,defined_by_user
theta_superior_mesenteric_T4_C154,dimensionless,systemic,180,defined_by_user
theta_ileal_4_T12_C156,dimensionless,systemic,180,defined_by_user
theta_superior_mesenteric_T4_C158,dimensionless,systemic,180,defined_by_user
theta_ileal_6_T13_C160,dimensionless,systemic,180,defined_by_user
theta_superior_mesenteric_T4_C162,dimensionless,systemic,180,defined_by_user
theta_renal_L166,dimensionless,systemic,90,defined_by_user
theta_renal_anterior_branch_L168,dimensionless,systemic,90,defined_by_user
theta_inferior_segmental_T5_L170,dimensionless,systemic,90,defined_by_user
theta_superior_segmental_T4_L172,dimensionless,systemic,90,defined_by_user
theta_renal_posterior_branch_T3_L174,dimensionless,systemic,90,defined_by_user
theta_renal_R178,dimensionless,systemic,90,defined_by_user
theta_renal_anterior_branch_R180,dimensionless,systemic,90,defined_by_user
theta_superior_segmental_T4_R182,dimensionless,systemic,90,defined_by_user
theta_inferior_segmental_T5_R184,dimensionless,systemic,90,defined_by_user
theta_renal_posterior_branch_T3_R186,dimensionless,systemic,90,defined_by_user
theta_inferior_mesenteric_T5_C190,dimensionless,systemic,180,defined_by_user
theta_common_iliac_R216,dimensionless,systemic,180,defined_by_user
theta_internal_iliac_T1_R218,dimensionless,systemic,180,defined_by_user
theta_external_iliac_R220,dimensionless,systemic,180,defined_by_user
theta_femoral_R222,dimensionless,systemic,180,defined_by_user
theta_profundus_T2_R224,dimensionless,systemic,180,defined_by_user
theta_femoral_R226,dimensionless,systemic,180,defined_by_user
theta_popliteal_R228,dimensionless,systemic,180,defined_by_user
theta_anterior_tibial_T3_R230,dimensionless,systemic,180,defined_by_user
theta_popliteal_R232,dimensionless,systemic,180,defined_by_user
theta_tibiofibular_trunk_R234,dimensionless,systemic,180,defined_by_user
theta_posterior_tibial_T4_R236,dimensionless,systemic,180,defined_by_user
theta_common_iliac_L194,dimensionless,systemic,180,defined_by_user
theta_internal_iliac_T1_L196,dimensionless,systemic,180,defined_by_user
theta_external_iliac_L198,dimensionless,systemic,180,defined_by_user
theta_femoral_L200,dimensionless,systemic,180,defined_by_user
theta_profundus_T2_L202,dimensionless,systemic,180,defined_by_user
theta_femoral_L204,dimensionless,systemic,180,defined_by_user
theta_popliteal_L206,dimensionless,systemic,180,defined_by_user
theta_anterior_tibial_T3_L208,dimensionless,systemic,180,defined_by_user
theta_popliteal_L210,dimensionless,systemic,180,defined_by_user
theta_tibiofibular_trunk_L212,dimensionless,systemic,180,defined_by_user
theta_posterior_tibial_T4_L214,dimensionless,systemic,180,defined_by_user
theta_subclavian_R28,dimensionless,systemic,90,defined_by_user
theta_subclavian_R30,dimensionless,systemic,90,defined_by_user
theta_axillary_R32,dimensionless,systemic,180,defined_by_user
theta_brachial_R34,dimensionless,systemic,180,defined_by_user
theta_ulnar_T2_R36,dimensionless,systemic,180,defined_by_user
theta_common_interosseous_R38,dimensionless,systemic,180,defined_by_user
theta_posterior_interosseous_T3_R40,dimensionless,systemic,180,defined_by_user
theta_ulnar_T2_R42,dimensionless,systemic,180,defined_by_user
theta_radial_T1_R44,dimensionless,systemic,180,defined_by_user
theta_subclavian_L66,dimensionless,systemic,90,defined_by_user
theta_subclavian_L78,dimensionless,systemic,90,defined_by_user
theta_axillary_L80,dimensionless,systemic,180,defined_by_user
theta_brachial_L82,dimensionless,systemic,180,defined_by_user
theta_ulnar_T2_L84,dimensionless,systemic,180,defined_by_user
theta_common_interosseous_L86,dimensionless,systemic,180,defined_by_user
theta_posterior_interosseous_T3_L88,dimensionless,systemic,180,defined_by_user
theta_ulnar_T2_L90,dimensionless,systemic,180,defined_by_user
theta_radial_T1_L92,dimensionless,systemic,180,defined_by_user
theta_common_carotid_R6_A,dimensionless,systemic,0,defined_by_user
theta_common_carotid_R6_B,dimensionless,systemic,0,defined_by_user
theta_common_carotid_R6_C,dimensionless,systemic,0,defined_by_user
theta_internal_carotid_R8_A,dimensionless,systemic,0,defined_by_user
theta_internal_carotid_R8_B,dimensionless,systemic,0,defined_by_user
theta_internal_carotid_R8_C,dimensionless,systemic,0,defined_by_user
theta_external_carotid_R26,dimensionless,systemic,0,defined_by_user
theta_common_carotid_L48_A,dimensionless,systemic,0,defined_by_user
theta_common_carotid_L48_B,dimensionless,systemic,0,defined_by_user
theta_common_carotid_L48_C,dimensionless,systemic,0,defined_by_user
theta_common_carotid_L48_D,dimensionless,systemic,0,defined_by_user
theta_internal_carotid_L50_A,dimensionless,systemic,0,defined_by_user
theta_internal_carotid_L50_B,dimensionless,systemic,0,defined_by_user
theta_internal_carotid_L50_C,dimensionless,systemic,0,defined_by_user
theta_external_carotid_L62,dimensionless,systemic,0,defined_by_user
theta_vertebral_L2,dimensionless,systemic,0,defined_by_user
theta_vertebral_R272,dimensionless,systemic,0,defined_by_user
theta_basilar_C4,dimensionless,systemic,90,defined_by_user
theta_posterior_cerebral_pre_L6,dimensionless,systemic,90,defined_by_user
theta_posterior_cerebral_pre_R204,dimensionless,systemic,90,defined_by_user
theta_posterior_communicating_L8,dimensionless,systemic,90,defined_by_user
theta_posterior_communicating_R206,dimensionless,systemic,90,defined_by_user
theta_posterior_cerebral_post_L12,dimensionless,systemic,90,defined_by_user
theta_posterior_cerebral_post_R208,dimensionless,systemic,90,defined_by_user
theta_occipital_lateral_L14,dimensionless,systemic,90,defined_by_user
theta_occipital_lateral_R210,dimensionless,systemic,90,defined_by_user
theta_lateral_occipital_anterior_temporal_branch_T111_R212,dimensionless,systemic,90,defined_by_user
theta_lateral_occipital_anterior_temporal_branch_T46_L16,dimensionless,systemic,90,defined_by_user
theta_occipital_lateral_L18,dimensionless,systemic,90,defined_by_user
theta_occipital_lateral_R214,dimensionless,systemic,90,defined_by_user
theta_lateral_occipital_intermediate_temporal_branch_T47_L20,dimensionless,systemic,90,defined_by_user
theta_lateral_occipital_intermediate_temporal_branch_T76_R216,dimensionless,systemic,90,defined_by_user
theta_occipital_lateral_L22,dimensionless,systemic,90,defined_by_user
theta_occipital_lateral_R218,dimensionless,systemic,90,defined_by_user
theta_lateral_occipital_posterior_temporal_branch_T48_L24,dimensionless,systemic,90,defined_by_user
theta_lateral_occipital_posterior_temporal_branch_T112_R220,dimensionless,systemic,90,defined_by_user
theta_medial_occipital_L26,dimensionless,systemic,90,defined_by_user
theta_medial_occipital_R222,dimensionless,systemic,90,defined_by_user
theta_medial_occipital_dorsal_branch_to_corpus_callosum_L28,dimensionless,systemic,90,defined_by_user
theta_medial_occipital_dorsal_branch_to_corpus_callosum_R224,dimensionless,systemic,90,defined_by_user
theta_pericallosal_parieto_occipital_branch_T60_L30,dimensionless,systemic,90,defined_by_user
theta_pericallosal_parieto_occipital_branch_T124_R226,dimensionless,systemic,90,defined_by_user
theta_pericallosal_L32,dimensionless,systemic,90,defined_by_user
theta_pericallosal_R228,dimensionless,systemic,90,defined_by_user
theta_pericallosal_precuneal_branch_T61_L34,dimensionless,systemic,90,defined_by_user
theta_pericallosal_precuneal_branch_T125_R230,dimensionless,systemic,90,defined_by_user
theta_pericallosal_L36,dimensionless,systemic,90,defined_by_user
theta_pericallosal_R232,dimensionless,systemic,90,defined_by_user
theta_anterior_cerebral_L38,dimensionless,systemic,90,defined_by_user
theta_anterior_cerebral_R234,dimensionless,systemic,90,defined_by_user
theta_distal_medial_striate_T44_L40,dimensionless,systemic,90,defined_by_user
theta_distal_medial_striate_T109_R236,dimensionless,systemic,90,defined_by_user
theta_anterior_cerebral_L42,dimensionless,systemic,90,defined_by_user
theta_anterior_cerebral_R238,dimensionless,systemic,90,defined_by_user
theta_anterior_communicating_C44,dimensionless,systemic,90,defined_by_user
theta_anterior_cerebral_L110,dimensionless,systemic,90,defined_by_user
theta_anterior_cerebral_R46,dimensionless,systemic,90,defined_by_user
theta_internal_carotid_L112,dimensionless,systemic,90,defined_by_user
theta_internal_carotid_R48,dimensionless,systemic,90,defined_by_user
theta_middle_cerebral_L114,dimensionless,systemic,90,defined_by_user
theta_middle_cerebral_R52,dimensionless,systemic,90,defined_by_user
theta_anterior_choroidal_T34_L116,dimensionless,systemic,90,defined_by_user
theta_anterior_choroidal_T98_R54,dimensionless,systemic,90,defined_by_user
theta_middle_cerebral_L118,dimensionless,systemic,90,defined_by_user
theta_middle_cerebral_R56,dimensionless,systemic,90,defined_by_user
theta_middle_cerebral_superior_terminal_branch_L120,dimensionless,systemic,90,defined_by_user
theta_middle_cerebral_superior_terminal_branch_R58,dimensionless,systemic,90,defined_by_user
theta_lateral_frontobasal_T45_L122,dimensionless,systemic,90,defined_by_user
theta_lateral_frontobasal_T110_R60,dimensionless,systemic,90,defined_by_user
theta_middle_cerebral_superior_terminal_branch_L124,dimensionless,systemic,90,defined_by_user
theta_middle_cerebral_superior_terminal_branch_R62,dimensionless,systemic,90,defined_by_user
theta_prefrontal_T65_L126,dimensionless,systemic,90,defined_by_user
theta_prefrontal_T130_R64,dimensionless,systemic,90,defined_by_user
theta_middle_cerebral_superior_terminal_branch_L128,dimensionless,systemic,90,defined_by_user
theta_middle_cerebral_superior_terminal_branch_R66,dimensionless,systemic,90,defined_by_user
