variable_name,units,comp_env,value,data_reference
R_T_jejunal_6_T11_C148,Js_per_m6,systemic,1.96952e+9,ADAN_86
R_T_ileocolic_T9_C152,Js_per_m6,systemic,0.971722e+9,ADAN_86
R_T_ileal_4_T12_C156,Js_per_m6,systemic,1.32964e+9,ADAN_86
R_T_ileal_6_T13_C160,Js_per_m6,systemic,1.32964e+9,ADAN_86
R_T_superior_mesenteric_T4_C162,Js_per_m6,systemic,0.880745e+9,ADAN_86
R_T_inferior_segmental_T5_L170,Js_per_m6,systemic,0.526057e+9,ADAN_86
R_T_superior_segmental_T4_L172,Js_per_m6,systemic,0.526057e+9,ADAN_86
R_T_renal_posterior_branch_T3_L174,Js_per_m6,systemic,0.931304e+9,ADAN_86
R_T_superior_segmental_T4_R182,Js_per_m6,systemic,0.527823e+9,ADAN_86
R_T_inferior_segmental_T5_R184,Js_per_m6,systemic,0.527823e+9,ADAN_86
R_T_renal_posterior_branch_T3_R186,Js_per_m6,systemic,0.934431e+9,ADAN_86
R_T_inferior_mesenteric_T5_C190,Js_per_m6,systemic,2.16746e+9,ADAN_86
R_T_profundus_T2_R224,Js_per_m6,systemic,0.310612e+9,ADAN_86
R_T_anterior_tibial_T3_R230,Js_per_m6,systemic,2.22296e+9,ADAN_86
R_T_posterior_tibial_T4_R236,Js_per_m6,systemic,1.91761e+9,ADAN_86
R_T_profundus_T2_L202,Js_per_m6,systemic,0.310778e+9,ADAN_86
R_T_anterior_tibial_T3_L208,Js_per_m6,systemic,2.22365e+9,ADAN_86
R_T_posterior_tibial_T4_L214,Js_per_m6,systemic,1.91845e+9,ADAN_86
R_T_iliac_terminal_R,Js_per_m6,systemic,0.375754e+9,ADAN_86
R_T_iliac_terminal_L,Js_per_m6,systemic,0.376879e+9,ADAN_86
R_T_posterior_interosseous_T3_R40,Js_per_m6,systemic,4.33378e+9,ADAN_86
R_T_ulnar_T2_R42,Js_per_m6,systemic,1.0649e+9,ADAN_86
R_T_radial_T1_R44,Js_per_m6,systemic,1.04588e+9,ADAN_86
R_T_posterior_interosseous_T3_L88,Js_per_m6,systemic,4.34948e+9,ADAN_86
R_T_ulnar_T2_L90,Js_per_m6,systemic,1.08553e+9,ADAN_86
R_T_radial_T1_L92,Js_per_m6,systemic,1.02715e+9,ADAN_86
R_T_lateral_occipital_anterior_temporal_branch_T46_L16,Js_per_m6,systemic,6.17214e+9,ADAN_218
R_T_lateral_occipital_intermediate_temporal_branch_T47_L20,Js_per_m6,systemic,60.7317e+9,ADAN_218
R_T_lateral_occipital_posterior_temporal_branch_T48_L24,Js_per_m6,systemic,25.2811e+9,ADAN_218
R_T_pericallosal_parieto_occipital_branch_T60_L30,Js_per_m6,systemic,17.8019e+9,ADAN_218
R_T_pericallosal_precuneal_branch_T61_L34,Js_per_m6,systemic,12.2746e+9,ADAN_218
R_T_distal_medial_striate_T44_L40,Js_per_m6,systemic,65.8855e+9,ADAN_218
R_T_anterior_choroidal_T34_L116,Js_per_m6,systemic,9.50237e+9,ADAN_218
R_T_lateral_frontobasal_T45_L122,Js_per_m6,systemic,23.3019e+9,ADAN_218
R_T_prefrontal_T65_L126,Js_per_m6,systemic,11.9822e+9,ADAN_218
R_T_artery_of_central_sulcus_T36_L132,Js_per_m6,systemic,11.9822e+9,ADAN_218
R_T_artery_of_precentral_sulcus_T38_L134,Js_per_m6,systemic,11.9822e+9,ADAN_218
R_T_polar_temporal_T63_L138,Js_per_m6,systemic,44.8075e+9,ADAN_218
R_T_middle_cerebral_anterior_temporal_branch_T55_L142,Js_per_m6,systemic,15.3827e+9,ADAN_218
R_T_middle_cerebral_middle_temporal_branch_T57_L146,Js_per_m6,systemic,13.5433e+9,ADAN_218
R_T_artery_of_postcentral_sulcus_T37_L150,Js_per_m6,systemic,11.9822e+9,ADAN_218
R_T_middle_cerebral_posterior_temporo_occipital_branch_T59_L156,Js_per_m6,systemic,10.6482e+9,ADAN_218
R_T_middle_cerebral_posterior_temporal_branch_T58_L158,Js_per_m6,systemic,10.6482e+9,ADAN_218
R_T_anterior_parietal_T35_L162,Js_per_m6,systemic,15.3827e+9,ADAN_218
R_T_posterior_parietal_T64_L168,Js_per_m6,systemic,9.50237e+9,ADAN_218
R_T_middle_cerebral_branch_to_angular_gyrus_T56_L170,Js_per_m6,systemic,7.65279e+9,ADAN_218
R_T_callosomarginal_intermediomedial_frontal_branch_T41_L174,Js_per_m6,systemic,13.2110e+9,ADAN_218
R_T_callosomarginal_posteromedial_frontal_branch_T43_L178,Js_per_m6,systemic,9.39673e+9,ADAN_218
R_T_callosomarginal_cingular_branch_T40_L182,Js_per_m6,systemic,12.4248e+9,ADAN_218
R_T_callosomarginal_paracentral_branch_T42_L186,Js_per_m6,systemic,12.4248e+9,ADAN_218
R_T_medial_occipital_occipitotemporal_branch_T52_L190,Js_per_m6,systemic,31.0946e+9,ADAN_218
R_T_medial_occipital_parietal_branch_T53_L196,Js_per_m6,systemic,51.9306e+9,ADAN_218
R_T_medial_occipital_parieto_occipital_branch_T54_L198,Js_per_m6,systemic,10.6655e+9,ADAN_218
R_T_medial_occipital_calcarine_branch_T51_L202,Js_per_m6,systemic,31.0946e+9,ADAN_218
R_T_anterior_choroidal_T98_R54,Js_per_m6,systemic,9.50237e+9,ADAN_218
R_T_lateral_frontobasal_T110_R60,Js_per_m6,systemic,23.3019e+9,ADAN_218
R_T_prefrontal_T130_R64,Js_per_m6,systemic,11.9822e+9,ADAN_218
R_T_artery_of_central_sulcus_T101_R70,Js_per_m6,systemic,11.9822e+9,ADAN_218
R_T_artery_of_precentral_sulcus_T103_R72,Js_per_m6,systemic,11.9822e+9,ADAN_218
R_T_polar_temporal_T127_R76,Js_per_m6,systemic,44.8075e+9,ADAN_218
R_T_middle_cerebral_anterior_temporal_branch_T119_R80,Js_per_m6,systemic,15.3827e+9,ADAN_218
R_T_middle_cerebral_middle_temporal_branch_T121_R84,Js_per_m6,systemic,13.5433e+9,ADAN_218
R_T_artery_of_postcentral_sulcus_T102_R88,Js_per_m6,systemic,11.9822e+9,ADAN_218
R_T_middle_cerebral_posterior_temporo_occipital_branch_T123_R94,Js_per_m6,systemic,10.6482e+9,ADAN_218
R_T_middle_cerebral_posterior_temporal_branch_T122_R96,Js_per_m6,systemic,10.6482e+9,ADAN_218
R_T_anterior_parietal_T100_R100,Js_per_m6,systemic,15.3827e+9,ADAN_218
R_T_posterior_parietal_T129_R106,Js_per_m6,systemic,9.50237e+9,ADAN_218
R_T_middle_cerebral_branch_to_angular_gyrus_T120_R108,Js_per_m6,systemic,7.65279e+9,ADAN_218
R_T_lateral_occipital_anterior_temporal_branch_T111_R212,Js_per_m6,systemic,6.17214e+9,ADAN_218
R_T_lateral_occipital_intermediate_temporal_branch_T76_R216,Js_per_m6,systemic,60.7317e+9,ADAN_218
R_T_lateral_occipital_posterior_temporal_branch_T112_R220,Js_per_m6,systemic,25.2811e+9,ADAN_218
R_T_pericallosal_parieto_occipital_branch_T124_R226,Js_per_m6,systemic,17.8019e+9,ADAN_218
R_T_pericallosal_precuneal_branch_T125_R230,Js_per_m6,systemic,12.2746e+9,ADAN_218
R_T_distal_medial_striate_T109_R236,Js_per_m6,systemic,65.8855e+9,ADAN_218
R_T_callosomarginal_intermediomedial_frontal_branch_T106_R242,Js_per_m6,systemic,13.2110e+9,ADAN_218
R_T_callosomarginal_posteromedial_frontal_branch_T108_R246,Js_per_m6,systemic,9.39673e+9,ADAN_218
R_T_callosomarginal_cingular_branch_T105_R250,Js_per_m6,systemic,12.4248e+9,ADAN_218
R_T_callosomarginal_paracentral_branch_T107_R254,Js_per_m6,systemic,12.4248e+9,ADAN_218
R_T_medial_occipital_occipitotemporal_branch_T80_R258,Js_per_m6,systemic,31.0946e+9,ADAN_218
R_T_medial_occipital_parietal_branch_T81_R264,Js_per_m6,systemic,51.9306e+9,ADAN_218
R_T_medial_occipital_parieto_occipital_branch_T118_R266,Js_per_m6,systemic,10.6655e+9,ADAN_218
R_T_medial_occipital_calcarine_branch_T79_R270,Js_per_m6,systemic,31.0946e+9,ADAN_218
v_nom_posterior_intercostal_T1_R98,m3_per_s,systemic,0.08608028e-6,ADAN_218
v_nom_posterior_intercostal_T1_L102,m3_per_s,systemic,0.08662228e-6,ADAN_218
v_nom_posterior_intercostal_T2_R106,m3_per_s,systemic,0.07928032e-6,ADAN_218
v_nom_posterior_intercostal_T2_L110,m3_per_s,systemic,0.08832848e-6,ADAN_218
v_nom_left_gastric_T3_C120,m3_per_s,systemic,0.10065578e-6,ADAN_218
v_nom_dorsal_pancreatic_T1_C124,m3_per_s,systemic,0.42125983e-6,ADAN_218
v_nom_splenic_T2_C126,m3_per_s,systemic,5.40722219e-6,ADAN_218
v_nom_hepatic_artery_proper_left_branch_C132,m3_per_s,systemic,2.81561256e-6,ADAN_218
v_nom_hepatic_artery_proper_right_branch_C134,m3_per_s,systemic,4.62410283e-6,ADAN_218
v_nom_middle_colic_T8_C140,m3_per_s,systemic,0.17624778e-6,ADAN_218
v_nom_jejunal_3_T10_C144,m3_per_s,systemic,0.79422224e-6,ADAN_218
v_nom_jejunal_6_T11_C148,m3_per_s,systemic,0.45782330e-6,ADAN_218
v_nom_ileocolic_T9_C152,m3_per_s,systemic,1.85882776e-6,ADAN_218
v_nom_ileal_4_T12_C156,m3_per_s,systemic,0.22457387e-6,ADAN_218
v_nom_ileal_6_T13_C160,m3_per_s,systemic,0.20607433e-6,ADAN_218
v_nom_superior_mesenteric_T4_C162,m3_per_s,systemic,2.37037269e-6,ADAN_218
v_nom_inferior_segmental_T5_L170,m3_per_s,systemic,0.26628154e-6,ADAN_218
v_nom_superior_segmental_T4_L172,m3_per_s,systemic,0.46195526e-6,ADAN_218
v_nom_renal_posterior_branch_T3_L174,m3_per_s,systemic,7.61084558e-6,ADAN_218
v_nom_superior_segmental_T4_R182,m3_per_s,systemic,0.39634831e-6,ADAN_218
v_nom_inferior_segmental_T5_R184,m3_per_s,systemic,0.36276671e-6,ADAN_218
v_nom_renal_posterior_branch_T3_R186,m3_per_s,systemic,7.64158619e-6,ADAN_218
v_nom_inferior_mesenteric_T5_C190,m3_per_s,systemic,0.74297019e-6,ADAN_218
v_nom_profundus_T2_R224,m3_per_s,systemic,3.42010985e-6,ADAN_218
v_nom_anterior_tibial_T3_R230,m3_per_s,systemic,0.41950293e-6,ADAN_218
v_nom_posterior_tibial_T4_R236,m3_per_s,systemic,0.61981011e-6,ADAN_218
v_nom_profundus_T2_L202,m3_per_s,systemic,3.43719913e-6,ADAN_218
v_nom_anterior_tibial_T3_L208,m3_per_s,systemic,0.51156438e-6,ADAN_218
v_nom_posterior_tibial_T4_L214,m3_per_s,systemic,0.54402445e-6,ADAN_218
v_nom_internal_iliac_T1_R218,m3_per_s,systemic,2.83130218e-6,ADAN_218
v_nom_internal_iliac_T1_L196,m3_per_s,systemic,2.83470357e-6,ADAN_218
v_nom_posterior_interosseous_T3_R40,m3_per_s,systemic,0.13694254e-6,ADAN_218
v_nom_ulnar_T2_R42,m3_per_s,systemic,0.77560813e-6,ADAN_218
v_nom_radial_T1_R44,m3_per_s,systemic,0.63625224e-6,ADAN_218
v_nom_posterior_interosseous_T3_L88,m3_per_s,systemic,0.11748724e-6,ADAN_218
v_nom_ulnar_T2_L90,m3_per_s,systemic,0.70682651e-6,ADAN_218
v_nom_radial_T1_L92,m3_per_s,systemic,0.74103557e-6,ADAN_218
v_nom_lateral_occipital_anterior_temporal_branch_T46_L16,m3_per_s,systemic,0.41950634e-6,ADAN_218
v_nom_lateral_occipital_intermediate_temporal_branch_T47_L20,m3_per_s,systemic,0.04435919e-6,ADAN_218
v_nom_lateral_occipital_posterior_temporal_branch_T48_L24,m3_per_s,systemic,0.10034999e-6,ADAN_218
v_nom_pericallosal_parieto_occipital_branch_T60_L30,m3_per_s,systemic,0.12936396e-6,ADAN_218
v_nom_pericallosal_precuneal_branch_T61_L34,m3_per_s,systemic,0.18442093e-6,ADAN_218
v_nom_distal_medial_striate_T44_L40,m3_per_s,systemic,0.04058187e-6,ADAN_218
v_nom_anterior_choroidal_T34_L116,m3_per_s,systemic,0.33723741e-6,ADAN_218
v_nom_lateral_frontobasal_T45_L122,m3_per_s,systemic,0.10033274e-6,ADAN_218
v_nom_prefrontal_T65_L126,m3_per_s,systemic,0.16869279e-6,ADAN_218
v_nom_artery_of_central_sulcus_T36_L132,m3_per_s,systemic,0.15658720e-6,ADAN_218
v_nom_artery_of_precentral_sulcus_T38_L134,m3_per_s,systemic,0.16505845e-6,ADAN_218
v_nom_polar_temporal_T63_L138,m3_per_s,systemic,0.05537895e-6,ADAN_218
v_nom_middle_cerebral_anterior_temporal_branch_T55_L142,m3_per_s,systemic,0.16288209e-6,ADAN_218
v_nom_middle_cerebral_middle_temporal_branch_T57_L146,m3_per_s,systemic,0.17085339e-6,ADAN_218
v_nom_artery_of_postcentral_sulcus_T37_L150,m3_per_s,systemic,0.16142189e-6,ADAN_218
v_nom_middle_cerebral_posterior_temporo_occipital_branch_T59_L15,m3_per_s,systemic,0.18108812e-6,ADAN_218
v_nom_middle_cerebral_posterior_temporal_branch_T58_L158,m3_per_s,systemic,0.20236930e-6,ADAN_218
v_nom_anterior_parietal_T35_L162,m3_per_s,systemic,0.12498727e-6,ADAN_218
v_nom_posterior_parietal_T64_L168,m3_per_s,systemic,0.20753449e-6,ADAN_218
v_nom_middle_cerebral_branch_to_angular_gyrus_T56_L170,m3_per_s,systemic,0.26056312e-6,ADAN_218
v_nom_callosomarginal_intermediomedial_frontal_branch_T41_L174,m3_per_s,systemic,0.17536987e-6,ADAN_218
v_nom_callosomarginal_posteromedial_frontal_branch_T43_L178,m3_per_s,systemic,0.23224097e-6,ADAN_218
v_nom_callosomarginal_cingular_branch_T40_L182,m3_per_s,systemic,0.18286682e-6,ADAN_218
v_nom_callosomarginal_paracentral_branch_T42_L186,m3_per_s,systemic,0.16726906e-6,ADAN_218
v_nom_medial_occipital_occipitotemporal_branch_T52_L190,m3_per_s,systemic,0.08479093e-6,ADAN_218
v_nom_medial_occipital_parietal_branch_T53_L196,m3_per_s,systemic,0.04704442e-6,ADAN_218
v_nom_medial_occipital_parieto_occipital_branch_T54_L198,m3_per_s,systemic,0.22028491e-6,ADAN_218
v_nom_medial_occipital_calcarine_branch_T51_L202,m3_per_s,systemic,0.08565452e-6,ADAN_218
v_nom_anterior_choroidal_T98_R54,m3_per_s,systemic,0.33738490e-6,ADAN_218
v_nom_lateral_frontobasal_T110_R60,m3_per_s,systemic,0.10037923e-6,ADAN_218
v_nom_prefrontal_T130_R64,m3_per_s,systemic,0.16877624e-6,ADAN_218
v_nom_artery_of_central_sulcus_T101_R70,m3_per_s,systemic,0.15666595e-6,ADAN_218
v_nom_artery_of_precentral_sulcus_T103_R72,m3_per_s,systemic,0.16514012e-6,ADAN_218
v_nom_polar_temporal_T127_R76,m3_per_s,systemic,0.05540380e-6,ADAN_218
v_nom_middle_cerebral_anterior_temporal_branch_T119_R80,m3_per_s,systemic,0.16295458e-6,ADAN_218
v_nom_middle_cerebral_middle_temporal_branch_T121_R84,m3_per_s,systemic,0.17093126e-6,ADAN_218
v_nom_artery_of_postcentral_sulcus_T102_R88,m3_per_s,systemic,0.16150074e-6,ADAN_218
v_nom_middle_cerebral_posterior_temporo_occipital_branch_T123_R9,m3_per_s,systemic,0.18117606e-6,ADAN_218
v_nom_middle_cerebral_posterior_temporal_branch_T122_R96,m3_per_s,systemic,0.20246313e-6,ADAN_218
v_nom_anterior_parietal_T100_R100,m3_per_s,systemic,0.12504809e-6,ADAN_218
v_nom_posterior_parietal_T129_R106,m3_per_s,systemic,0.20763382e-6,ADAN_218
v_nom_middle_cerebral_branch_to_angular_gyrus_T120_R108,m3_per_s,systemic,0.26068720e-6,ADAN_218
v_nom_lateral_occipital_anterior_temporal_branch_T111_R212,m3_per_s,systemic,0.41939423e-6,ADAN_218
v_nom_lateral_occipital_intermediate_temporal_branch_T76_R216,m3_per_s,systemic,0.04434775e-6,ADAN_218
v_nom_lateral_occipital_posterior_temporal_branch_T112_R220,m3_per_s,systemic,0.10032294e-6,ADAN_218
v_nom_pericallosal_parieto_occipital_branch_T124_R226,m3_per_s,systemic,0.12940253e-6,ADAN_218
v_nom_pericallosal_precuneal_branch_T125_R230,m3_per_s,systemic,0.18447886e-6,ADAN_218
v_nom_distal_medial_striate_T109_R236,m3_per_s,systemic,0.04059902e-6,ADAN_218
v_nom_callosomarginal_intermediomedial_frontal_branch_T106_R242,m3_per_s,systemic,0.17543262e-6,ADAN_218
v_nom_callosomarginal_posteromedial_frontal_branch_T108_R246,m3_per_s,systemic,0.23232677e-6,ADAN_218
v_nom_callosomarginal_cingular_branch_T105_R250,m3_per_s,systemic,0.18293296e-6,ADAN_218
v_nom_callosomarginal_paracentral_branch_T107_R254,m3_per_s,systemic,0.16733234e-6,ADAN_218
v_nom_medial_occipital_occipitotemporal_branch_T80_R258,m3_per_s,systemic,0.08477084e-6,ADAN_218
v_nom_medial_occipital_parietal_branch_T81_R264,m3_per_s,systemic,0.04703269e-6,ADAN_218
v_nom_medial_occipital_parieto_occipital_branch_T118_R266,m3_per_s,systemic,0.22022864e-6,ADAN_218
v_nom_medial_occipital_calcarine_branch_T79_R270,m3_per_s,systemic,0.08563440e-6,ADAN_218
C_T_posterior_intercostal_T1_R98,m6_per_J,systemic,2.2736e-12,ADAN_86
C_T_posterior_intercostal_T1_L102,m6_per_J,systemic,2.2162e-12,ADAN_86
C_T_posterior_intercostal_T2_R106,m6_per_J,systemic,2.4369e-12,ADAN_86
C_T_posterior_intercostal_T2_L110,m6_per_J,systemic,2.4162e-12,ADAN_86
C_T_left_gastric_T3_C120,m6_per_J,systemic,1.6495e-12,ADAN_86
C_T_dorsal_pancreatic_T1_C124,m6_per_J,systemic,15.055e-12,ADAN_86
C_T_splenic_T2_C126,m6_per_J,systemic,119.67e-12,ADAN_86
C_T_hepatic_artery_proper_left_branch_C132,m6_per_J,systemic,60.253e-12,ADAN_86
C_T_hepatic_artery_proper_right_branch_C134,m6_per_J,systemic,108.9e-12,ADAN_86
C_T_middle_colic_T8_C140,m6_per_J,systemic,19.111e-12,ADAN_86
C_T_jejunal_3_T10_C144,m6_per_J,systemic,26.067e-12,ADAN_86
C_T_jejunal_6_T11_C148,m6_per_J,systemic,26.067e-12,ADAN_86
C_T_ileocolic_T9_C152,m6_per_J,systemic,52.835e-12,ADAN_86
C_T_ileal_4_T12_C156,m6_per_J,systemic,38.612e-12,ADAN_86
C_T_ileal_6_T13_C160,m6_per_J,systemic,38.612e-12,ADAN_86
C_T_superior_mesenteric_T4_C162,m6_per_J,systemic,58.292e-12,ADAN_86
C_T_inferior_segmental_T5_L170,m6_per_J,systemic,97.595e-12,ADAN_86
C_T_superior_segmental_T4_L172,m6_per_J,systemic,97.595e-12,ADAN_86
C_T_renal_posterior_branch_T3_L174,m6_per_J,systemic,55.127e-12,ADAN_86
C_T_superior_segmental_T4_R182,m6_per_J,systemic,97.268e-12,ADAN_86
C_T_inferior_segmental_T5_R184,m6_per_J,systemic,97.268e-12,ADAN_86
C_T_renal_posterior_branch_T3_R186,m6_per_J,systemic,54.943e-12,ADAN_86
C_T_inferior_mesenteric_T5_C190,m6_per_J,systemic,23.687e-12,ADAN_86
C_T_profundus_T2_R224,m6_per_J,systemic,165.29e-12,ADAN_86
C_T_anterior_tibial_T3_R230,m6_per_J,systemic,23.096e-12,ADAN_86
C_T_posterior_tibial_T4_R236,m6_per_J,systemic,26.773e-12,ADAN_86
C_T_profundus_T2_L202,m6_per_J,systemic,165.2e-12,ADAN_86
C_T_anterior_tibial_T3_L208,m6_per_J,systemic,23.088e-12,ADAN_86
C_T_posterior_tibial_T4_L214,m6_per_J,systemic,26.761e-12,ADAN_86
C_T_iliac_terminal_R,m6_per_J,systemic,136.63e-12,ADAN_86
C_T_iliac_terminal_L,m6_per_J,systemic,136.23e-12,ADAN_86
C_T_posterior_interosseous_T3_R40,m6_per_J,systemic,11.847e-12,ADAN_86
C_T_ulnar_T2_R42,m6_per_J,systemic,48.212e-12,ADAN_86
C_T_radial_T1_R44,m6_per_J,systemic,49.088e-12,ADAN_86
C_T_posterior_interosseous_T3_L88,m6_per_J,systemic,11.804e-12,ADAN_86
C_T_ulnar_T2_L90,m6_per_J,systemic,47.295e-12,ADAN_86
C_T_radial_T1_L92,m6_per_J,systemic,49.983e-12,ADAN_86
C_T_internal_carotid_R8_C,m6_per_J,systemic,60.317e-12,ADAN_86
C_T_internal_carotid_L50_C,m6_per_J,systemic,60.105e-12,ADAN_86
C_T_vertebral_R272,m6_per_J,systemic,60.317e-12,ADAN_86
C_T_vertebral_L2,m6_per_J,systemic,60.105e-12,ADAN_86
C_T_lateral_occipital_anterior_temporal_branch_T46_L16,m6_per_J,systemic,2.60095e-12,ADAN_218
C_T_lateral_occipital_intermediate_temporal_branch_T47_L20,m6_per_J,systemic,0.264334e-12,ADAN_218
C_T_lateral_occipital_posterior_temporal_branch_T48_L24,m6_per_J,systemic,0.634997e-12,ADAN_218
C_T_pericallosal_parieto_occipital_branch_T60_L30,m6_per_J,systemic,0.901782e-12,ADAN_218
C_T_pericallosal_precuneal_branch_T61_L34,m6_per_J,systemic,1.30786e-12,ADAN_218
C_T_distal_medial_striate_T44_L40,m6_per_J,systemic,0.243656e-12,ADAN_218
C_T_anterior_choroidal_T34_L116,m6_per_J,systemic,1.68941e-12,ADAN_218
C_T_lateral_frontobasal_T45_L122,m6_per_J,systemic,0.688932e-12,ADAN_218
C_T_prefrontal_T65_L126,m6_per_J,systemic,1.33978e-12,ADAN_218
C_T_artery_of_central_sulcus_T36_L132,m6_per_J,systemic,1.33978e-12,ADAN_218
C_T_artery_of_precentral_sulcus_T38_L134,m6_per_J,systemic,1.33978e-12,ADAN_218
C_T_polar_temporal_T63_L138,m6_per_J,systemic,0.35828e-12,ADAN_218
C_T_middle_cerebral_anterior_temporal_branch_T55_L142,m6_per_J,systemic,1.0436e-12,ADAN_218
C_T_middle_cerebral_middle_temporal_branch_T57_L146,m6_per_J,systemic,1.1853e-12,ADAN_218
C_T_artery_of_postcentral_sulcus_T37_L150,m6_per_J,systemic,1.3398e-12,ADAN_218
C_T_middle_cerebral_posterior_temporo_occipital_branch_T59_L156,m6_per_J,systemic,1.5076e-12,ADAN_218
C_T_middle_cerebral_posterior_temporal_branch_T58_L158,m6_per_J,systemic,1.5076e-12,ADAN_218
C_T_anterior_parietal_T35_L162,m6_per_J,systemic,1.0436e-12,ADAN_218
C_T_posterior_parietal_T64_L168,m6_per_J,systemic,1.6894e-12,ADAN_218
C_T_middle_cerebral_branch_to_angular_gyrus_T56_L170,m6_per_J,systemic,2.0977e-12,ADAN_218
C_T_callosomarginal_intermediomedial_frontal_branch_T41_L174,m6_per_J,systemic,1.2152e-12,ADAN_218
C_T_callosomarginal_posteromedial_frontal_branch_T43_L178,m6_per_J,systemic,1.7084e-12,ADAN_218
C_T_callosomarginal_cingular_branch_T40_L182,m6_per_J,systemic,1.2921e-12,ADAN_218
C_T_callosomarginal_paracentral_branch_T42_L186,m6_per_J,systemic,1.2921e-12,ADAN_218
C_T_medial_occipital_occipitotemporal_branch_T52_L190,m6_per_J,systemic,0.51628e-12,ADAN_218
C_T_medial_occipital_parietal_branch_T53_L196,m6_per_J,systemic,0.30913e-12,ADAN_218
C_T_medial_occipital_parieto_occipital_branch_T54_L198,m6_per_J,systemic,1.5052e-12,ADAN_218
C_T_medial_occipital_calcarine_branch_T51_L202,m6_per_J,systemic,0.51628e-12,ADAN_218
C_T_anterior_choroidal_T98_R54,m6_per_J,systemic,1.6894e-12,ADAN_218
C_T_lateral_frontobasal_T110_R60,m6_per_J,systemic,0.68893e-12,ADAN_218
C_T_prefrontal_T130_R64,m6_per_J,systemic,1.3398e-12,ADAN_218
C_T_artery_of_central_sulcus_T101_R70,m6_per_J,systemic,1.3398e-12,ADAN_218
C_T_artery_of_precentral_sulcus_T103_R72,m6_per_J,systemic,1.3398e-12,ADAN_218
C_T_polar_temporal_T127_R76,m6_per_J,systemic,0.35828e-12,ADAN_218
C_T_middle_cerebral_anterior_temporal_branch_T119_R80,m6_per_J,systemic,1.0436e-12,ADAN_218
C_T_middle_cerebral_middle_temporal_branch_T121_R84,m6_per_J,systemic,1.1853e-12,ADAN_218
C_T_artery_of_postcentral_sulcus_T102_R88,m6_per_J,systemic,1.3398e-12,ADAN_218
C_T_middle_cerebral_posterior_temporo_occipital_branch_T123_R94,m6_per_J,systemic,1.5076e-12,ADAN_218
C_T_middle_cerebral_posterior_temporal_branch_T122_R96,m6_per_J,systemic,1.5076e-12,ADAN_218
C_T_anterior_parietal_T100_R100,m6_per_J,systemic,1.0436e-12,ADAN_218
C_T_posterior_parietal_T129_R106,m6_per_J,systemic,1.6894e-12,ADAN_218
C_T_middle_cerebral_branch_to_angular_gyrus_T120_R108,m6_per_J,systemic,2.0977e-12,ADAN_218
C_T_lateral_occipital_anterior_temporal_branch_T111_R212,m6_per_J,systemic,2.6009e-12,ADAN_218
C_T_lateral_occipital_intermediate_temporal_branch_T76_R216,m6_per_J,systemic,0.26433e-12,ADAN_218
C_T_lateral_occipital_posterior_temporal_branch_T112_R220,m6_per_J,systemic,0.635e-12,ADAN_218
C_T_pericallosal_parieto_occipital_branch_T124_R226,m6_per_J,systemic,0.90178e-12,ADAN_218
C_T_pericallosal_precuneal_branch_T125_R230,m6_per_J,systemic,1.3079e-12,ADAN_218
C_T_distal_medial_striate_T109_R236,m6_per_J,systemic,0.24366e-12,ADAN_218
C_T_callosomarginal_intermediomedial_frontal_branch_T106_R242,m6_per_J,systemic,1.2152e-12,ADAN_218
C_T_callosomarginal_posteromedial_frontal_branch_T108_R246,m6_per_J,systemic,1.7084e-12,ADAN_218
C_T_callosomarginal_cingular_branch_T105_R250,m6_per_J,systemic,1.2921e-12,ADAN_218
C_T_callosomarginal_paracentral_branch_T107_R254,m6_per_J,systemic,1.2921e-12,ADAN_218
C_T_medial_occipital_occipitotemporal_branch_T80_R258,m6_per_J,systemic,0.51628e-12,ADAN_218
C_T_medial_occipital_parietal_branch_T81_R264,m6_per_J,systemic,0.30913e-12,ADAN_218
C_T_medial_occipital_parieto_occipital_branch_T118_R266,m6_per_J,systemic,1.5052e-12,ADAN_218
C_T_medial_occipital_calcarine_branch_T79_R270,m6_per_J,systemic,0.51628e-12,ADAN_218
